experiment_id,event_id,priority,event_type,north_m,east_m,is_high_priority,creation_time,activation_time,expiration_time,radius_m,first_detect_time,detected_by_uav,investigation_start_time,investigation_complete_time,investigated_by_uav,final_state
stochastic/N_6_seed_51,1,2,1,1427.84,-491.25,0,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,2,1,0,1375.43,138.96,0,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,3,1,0,1271.1,110.1,0,1781498775.33,1781498775.33,1781498895.33,20.0,1781498886.7,5.0,,,,expired
stochastic/N_6_seed_51,4,1,1,1695.13,-151.85,0,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,5,1,1,1963.6,2390.92,0,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,6,3,0,948.61,-1287.73,1,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,7,4,0,884.4,-946.07,1,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,8,5,1,288.15,1666.86,1,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,9,1,1,2286.8,2127.59,0,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,10,2,1,1564.68,-1405.54,0,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,11,2,0,1785.68,1627.46,0,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,12,4,0,236.82,-1363.96,1,1781498775.33,1781498775.33,1781498895.33,20.0,,,,,,expired
stochastic/N_6_seed_51,13,1,1,829.8,2858.08,0,1781498779.76,1781498779.76,1781498899.76,20.0,,,,,,expired
stochastic/N_6_seed_51,14,5,0,170.71,-859.07,1,1781498783.02,1781498783.02,1781498903.02,20.0,1781498818.417,6.0,1781498818.561,1781498848.599,6.0,investigated
stochastic/N_6_seed_51,15,2,0,2322.49,2289.72,0,1781498794.22,1781498794.22,1781498914.22,20.0,,,,,,expired
stochastic/N_6_seed_51,16,4,0,1163.45,-486.04,1,1781498795.54,1781498795.54,1781498915.54,20.0,1781498881.525,5.0,,,,expired
stochastic/N_6_seed_51,17,3,1,2020.93,-1469.4,1,1781498827.62,1781498827.62,1781498947.62,20.0,,,,,,expired
stochastic/N_6_seed_51,18,1,0,662.64,-1407.14,0,1781498859.39,1781498859.39,1781498979.39,20.0,1781498895.826,6.0,,,,expired
stochastic/N_6_seed_51,19,5,0,2607.94,922.02,1,1781498898.09,1781498898.09,1781499018.09,20.0,,,,,,expired
stochastic/N_6_seed_51,20,2,0,2722.57,-1172.44,0,1781498915.44,1781498915.44,1781499035.44,20.0,,,,,,expired
stochastic/N_6_seed_51,21,3,1,2580.22,2808.42,1,1781498945.01,1781498945.01,1781499065.01,20.0,,,,,,expired
stochastic/N_6_seed_51,22,5,1,251.85,-514.24,1,1781498962.17,1781498962.17,1781499082.17,20.0,,,,,,expired
stochastic/N_6_seed_51,23,5,0,1410.78,596.56,1,1781498965.04,1781498965.04,1781499085.04,20.0,1781499023.543,3.0,1781499025.763,1781499055.831,3.0,investigated
stochastic/N_6_seed_51,24,3,1,807.07,2160.53,1,1781498975.76,1781498975.76,1781499095.76,20.0,,,,,,expired
stochastic/N_6_seed_51,25,1,0,2287.32,1445.16,0,1781498989.04,1781498989.04,1781499109.04,20.0,,,,,,expired
stochastic/N_6_seed_51,26,2,1,188.0,408.56,0,1781498995.33,1781498995.33,1781499115.33,20.0,,,,,,expired
stochastic/N_6_seed_51,27,2,0,1107.28,-867.29,0,1781498997.95,1781498997.95,1781499117.95,20.0,1781499081.37,5.0,,,,expired
stochastic/N_6_seed_51,28,4,1,924.1,-1619.62,1,1781499039.12,1781499039.12,1781499159.12,20.0,1781499039.59,6.0,1781499054.318,1781499084.381,6.0,investigated
stochastic/N_6_seed_51,29,2,1,1385.6,-95.42,0,1781499056.42,1781499056.42,1781499176.42,20.0,1781499057.009,4.0,,,,expired
stochastic/N_6_seed_51,30,3,1,1337.36,2651.63,1,1781499068.47,1781499068.47,1781499188.47,20.0,,,,,,expired
stochastic/N_6_seed_51,31,4,0,1343.99,-339.95,1,1781499080.6,1781499080.6,1781499200.6,20.0,1781499081.37,5.0,1781499081.526,1781499113.586,5.0,investigated
stochastic/N_6_seed_51,32,3,0,302.34,-1475.07,1,1781499109.83,1781499109.83,1781499229.83,20.0,,,,,,expired
stochastic/N_6_seed_51,33,2,1,251.63,-689.44,0,1781499111.98,1781499111.98,1781499231.98,20.0,,,,,,expired
stochastic/N_6_seed_51,34,1,1,385.74,503.93,0,1781499120.69,1781499120.69,1781499240.69,20.0,,,,,,expired
stochastic/N_6_seed_51,35,4,0,1941.57,200.24,1,1781499157.19,1781499157.19,1781499277.19,20.0,,,,,,expired
stochastic/N_6_seed_51,36,2,1,1944.78,-877.12,0,1781499161.44,1781499161.44,1781499281.44,20.0,1781499170.623,4.0,,,,expired
stochastic/N_6_seed_51,37,1,1,2310.0,1390.15,0,1781499163.05,1781499163.05,1781499283.05,20.0,1781499185.986,2.0,,,,expired
stochastic/N_6_seed_51,38,2,0,1837.48,1838.73,0,1781499166.68,1781499166.68,1781499286.68,20.0,1781499214.212,2.0,,,,expired
stochastic/N_6_seed_51,39,1,1,2029.0,1342.47,0,1781499168.17,1781499168.17,1781499288.17,20.0,1781499198.433,2.0,,,,expired
stochastic/N_6_seed_51,40,1,0,709.04,2193.46,0,1781499204.18,1781499204.18,1781499324.18,20.0,,,,,,expired
stochastic/N_6_seed_51,41,1,0,759.29,912.73,0,1781499226.21,1781499226.21,1781499346.21,20.0,,,,,,expired
stochastic/N_6_seed_51,42,3,0,1140.73,855.57,1,1781499282.22,1781499282.22,1781499402.22,20.0,,,,,,expired
stochastic/N_6_seed_51,43,2,0,1168.24,-1025.28,0,1781499296.19,1781499296.19,1781499416.19,20.0,1781499296.937,5.0,,,,expired
stochastic/N_6_seed_51,44,1,0,2684.62,-633.26,0,1781499332.9,1781499332.9,1781499452.9,20.0,,,,,,expired
stochastic/N_6_seed_51,45,2,0,1060.6,-1431.97,0,1781499351.23,1781499351.23,1781499471.23,20.0,1781499351.514,6.0,,,,expired
stochastic/N_6_seed_51,46,3,1,2169.14,1208.32,1,1781499376.25,1781499376.25,1781499496.25,20.0,,,,,,expired
stochastic/N_6_seed_51,47,5,1,2309.71,2737.22,1,1781499404.05,1781499404.05,1781499524.05,20.0,,,,,,unresolved_active
stochastic/N_6_seed_51,48,1,1,1222.12,2416.1,0,1781499407.63,1781499407.63,1781499527.63,20.0,1781499411.509,1.0,,,,unresolved_active
stochastic/N_6_seed_51,49,2,1,2375.08,-2396.8,0,1781499407.97,1781499407.97,1781499527.97,20.0,,,,,,unresolved_active
stochastic/N_6_seed_51,50,1,1,856.76,-73.07,0,1781499438.66,1781499438.66,1781499558.66,20.0,,,,,,unresolved_active
stochastic/N_6_seed_51,51,2,0,1427.96,-1073.26,0,1781499440.77,1781499440.77,1781499560.77,20.0,1781499446.957,3.0,,,,unresolved_active
stochastic/N_6_seed_51,52,1,1,2587.12,1353.92,0,1781499453.17,1781499453.17,1781499573.17,20.0,,,,,,unresolved_active
stochastic/N_6_seed_52,1,1,1,690.04,-1018.9,0,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,2,5,1,1563.59,1781.98,1,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,3,2,0,979.59,1075.0,0,1781499521.74,1781499521.74,1781499641.74,20.0,1781499626.779,3.0,,,,expired
stochastic/N_6_seed_52,4,1,0,2215.15,2233.47,0,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,5,1,1,2653.44,1942.79,0,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,6,3,1,2453.72,1847.58,1,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,7,3,0,2157.6,1674.02,1,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,8,1,1,1418.39,-398.84,0,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,9,4,1,2321.92,-1891.2,1,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,10,4,0,1210.46,-1462.03,1,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,11,1,1,2003.04,951.44,0,1781499521.74,1781499521.74,1781499641.74,20.0,,,,,,expired
stochastic/N_6_seed_52,12,2,0,229.97,-258.8,0,1781499521.74,1781499521.74,1781499641.74,20.0,1781499532.527,5.0,,,,expired
stochastic/N_6_seed_52,13,4,1,1957.48,-2036.59,1,1781499536.56,1781499536.56,1781499656.56,20.0,,,,,,expired
stochastic/N_6_seed_52,14,2,0,214.66,1004.7,0,1781499540.52,1781499540.52,1781499660.52,20.0,1781499599.315,3.0,,,,expired
stochastic/N_6_seed_52,15,1,0,174.89,-75.64,0,1781499584.6,1781499584.6,1781499704.6,20.0,,,,,,expired
stochastic/N_6_seed_52,16,3,1,740.78,743.63,1,1781499596.6,1781499596.6,1781499716.6,20.0,1781499597.647,3.0,1781499597.779,1781499627.779,3.0,investigated
stochastic/N_6_seed_52,17,2,0,1059.35,2404.32,0,1781499601.64,1781499601.64,1781499721.64,20.0,,,,,,expired
stochastic/N_6_seed_52,18,2,1,2731.37,2236.83,0,1781499634.08,1781499634.08,1781499754.08,20.0,,,,,,expired
stochastic/N_6_seed_52,19,2,0,1949.66,2399.0,0,1781499634.69,1781499634.69,1781499754.69,20.0,,,,,,expired
stochastic/N_6_seed_52,20,5,1,2129.23,960.21,1,1781499637.41,1781499637.41,1781499757.41,20.0,,,,,,expired
stochastic/N_6_seed_52,21,2,0,1699.72,2281.05,0,1781499653.43,1781499653.43,1781499773.43,20.0,,,,,,expired
stochastic/N_6_seed_52,22,2,0,1829.67,-1406.22,0,1781499669.96,1781499669.96,1781499789.96,20.0,,,,,,expired
stochastic/N_6_seed_52,23,2,1,2506.74,-2294.59,0,1781499688.38,1781499688.38,1781499808.38,20.0,,,,,,expired
stochastic/N_6_seed_52,24,1,1,1271.96,-2083.87,0,1781499703.56,1781499703.56,1781499823.56,20.0,1781499780.787,6.0,,,,expired
stochastic/N_6_seed_52,25,2,1,1964.21,745.96,0,1781499704.81,1781499704.81,1781499824.81,20.0,1781499749.046,3.0,,,,expired
stochastic/N_6_seed_52,26,2,0,1741.96,-1131.93,0,1781499706.41,1781499706.41,1781499826.41,20.0,1781499745.86,5.0,,,,expired
stochastic/N_6_seed_52,27,2,1,1211.0,-113.81,0,1781499707.71,1781499707.71,1781499827.71,20.0,1781499746.028,4.0,,,,expired
stochastic/N_6_seed_52,28,5,0,1879.49,621.75,1,1781499786.65,1781499786.65,1781499906.65,20.0,1781499788.88,3.0,1781499789.013,1781499819.005,3.0,investigated
stochastic/N_6_seed_52,29,3,1,1331.77,-1532.2,1,1781499788.21,1781499788.21,1781499908.21,20.0,1781499833.246,5.0,1781499833.378,1781499863.408,5.0,investigated
stochastic/N_6_seed_52,30,1,0,937.8,2128.75,0,1781499815.74,1781499815.74,1781499935.74,20.0,,,,,,expired
stochastic/N_6_seed_52,31,4,1,1381.31,2418.52,1,1781499838.31,1781499838.31,1781499958.31,20.0,,,,,,expired
stochastic/N_6_seed_52,32,2,0,1110.58,143.76,0,1781499845.15,1781499845.15,1781499965.15,20.0,1781499882.537,3.0,,,,expired
stochastic/N_6_seed_52,33,4,0,2448.0,-370.59,1,1781499910.59,1781499910.59,1781500030.59,20.0,,,,,,expired
stochastic/N_6_seed_52,34,1,1,407.03,866.01,0,1781499924.47,1781499924.47,1781500044.47,20.0,,,,,,expired
stochastic/N_6_seed_52,35,1,0,2486.79,1021.67,0,1781499929.61,1781499929.61,1781500049.61,20.0,,,,,,expired
stochastic/N_6_seed_52,36,2,0,2015.3,-1122.83,0,1781499978.07,1781499978.07,1781500098.07,20.0,,,,,,expired
stochastic/N_6_seed_52,37,2,1,1726.43,629.26,0,1781499998.84,1781499998.84,1781500118.84,20.0,1781500006.39,3.0,,,,expired
stochastic/N_6_seed_52,38,2,0,835.83,1168.6,0,1781500011.03,1781500011.03,1781500131.03,20.0,1781500039.277,2.0,,,,expired
stochastic/N_6_seed_52,39,3,0,1116.61,1503.66,1,1781500011.13,1781500011.13,1781500131.13,20.0,1781500011.495,2.0,1781500011.631,1781500041.733,2.0,investigated
stochastic/N_6_seed_52,40,2,0,1941.11,500.05,0,1781500027.16,1781500027.16,1781500147.16,20.0,1781500084.365,3.0,,,,expired
stochastic/N_6_seed_52,41,5,1,483.24,1932.57,1,1781500034.42,1781500034.42,1781500154.42,20.0,1781500089.312,2.0,1781500089.483,1781500119.517,2.0,investigated
stochastic/N_6_seed_52,42,1,1,1019.11,2888.92,0,1781500067.49,1781500067.49,1781500187.49,20.0,,,,,,expired
stochastic/N_6_seed_52,43,1,1,2171.73,-731.39,0,1781500074.23,1781500074.23,1781500194.23,20.0,,,,,,expired
stochastic/N_6_seed_52,44,1,1,1961.04,-382.56,0,1781500074.38,1781500074.38,1781500194.38,20.0,1781500081.073,4.0,,,,expired
stochastic/N_6_seed_52,45,1,1,1174.11,-841.31,0,1781500088.8,1781500088.8,1781500208.8,20.0,1781500094.37,4.0,,,,expired
stochastic/N_6_seed_52,46,1,1,2004.15,681.63,0,1781500108.59,1781500108.59,1781500228.59,20.0,,,,,,expired
stochastic/N_6_seed_52,47,2,1,2008.6,-1179.44,0,1781500117.62,1781500117.62,1781500237.62,20.0,,,,,,expired
stochastic/N_6_seed_52,48,3,1,2403.01,-88.86,1,1781500140.37,1781500140.37,1781500260.37,20.0,1781500141.631,3.0,1781500141.743,1781500171.818,3.0,investigated
stochastic/N_6_seed_52,49,1,0,1436.5,382.17,0,1781500146.73,1781500146.73,1781500266.73,20.0,,,,,,unresolved_active
stochastic/N_6_seed_52,50,5,0,577.38,1519.26,1,1781500147.09,1781500147.09,1781500267.09,20.0,1781500151.372,2.0,,,,unresolved_active
stochastic/N_6_seed_52,51,2,0,1645.15,187.76,0,1781500151.56,1781500151.56,1781500271.56,20.0,,,,,,unresolved_active
stochastic/N_6_seed_52,52,1,0,1156.87,-548.53,0,1781500223.82,1781500223.82,1781500343.82,20.0,,,,,,unresolved_active
stochastic/N_6_seed_53,1,1,1,2624.98,483.46,0,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,2,1,1,1131.82,2634.49,0,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,3,5,0,2585.12,-2356.53,1,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,4,1,0,315.08,2050.34,0,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,5,2,1,1133.01,-1930.37,0,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,6,2,1,2520.73,-1141.53,0,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,7,1,1,2223.27,-107.38,0,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,8,1,0,1869.09,1481.03,0,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,9,5,1,927.63,-2134.15,1,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,10,2,1,301.5,-575.18,0,1781500268.44,1781500268.44,1781500388.44,20.0,1781500369.328,5.0,,,,expired
stochastic/N_6_seed_53,11,4,0,1190.55,-581.85,1,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,12,3,1,205.16,2576.17,1,1781500268.44,1781500268.44,1781500388.44,20.0,,,,,,expired
stochastic/N_6_seed_53,13,1,0,1878.31,-2277.16,0,1781500288.39,1781500288.39,1781500408.39,20.0,,,,,,expired
stochastic/N_6_seed_53,14,1,0,2136.52,-292.78,0,1781500304.45,1781500304.45,1781500424.45,20.0,,,,,,expired
stochastic/N_6_seed_53,15,1,1,590.14,-231.64,0,1781500322.19,1781500322.19,1781500442.19,20.0,1781500396.802,5.0,,,,expired
stochastic/N_6_seed_53,16,1,0,368.47,2541.63,0,1781500332.23,1781500332.23,1781500452.23,20.0,,,,,,expired
stochastic/N_6_seed_53,17,2,0,1802.67,-494.61,0,1781500349.16,1781500349.16,1781500469.16,20.0,,,,,,expired
stochastic/N_6_seed_53,18,2,0,2298.63,-703.59,0,1781500405.34,1781500405.34,1781500525.34,20.0,,,,,,expired
stochastic/N_6_seed_53,19,2,0,1053.1,-1671.36,0,1781500408.15,1781500408.15,1781500528.15,20.0,1781500494.801,6.0,,,,expired
stochastic/N_6_seed_53,20,4,0,1157.87,1673.1,1,1781500487.14,1781500487.14,1781500607.14,20.0,1781500489.65,1.0,1781500489.862,1781500519.916,1.0,investigated
stochastic/N_6_seed_53,21,3,1,166.08,-426.73,1,1781500509.94,1781500509.94,1781500629.94,20.0,,,,,,expired
stochastic/N_6_seed_53,22,2,0,1866.5,-1654.57,0,1781500513.18,1781500513.18,1781500633.18,20.0,,,,,,expired
stochastic/N_6_seed_53,23,2,1,1194.38,2739.55,0,1781500516.91,1781500516.91,1781500636.91,20.0,,,,,,expired
stochastic/N_6_seed_53,24,2,1,2262.6,1106.01,0,1781500526.93,1781500526.93,1781500646.93,20.0,,,,,,expired
stochastic/N_6_seed_53,25,4,1,2488.79,-2310.08,1,1781500530.79,1781500530.79,1781500650.79,20.0,,,,,,expired
stochastic/N_6_seed_53,26,3,0,2454.99,-1981.0,1,1781500569.16,1781500569.16,1781500689.16,20.0,,,,,,expired
stochastic/N_6_seed_53,27,5,0,1040.94,933.05,1,1781500579.16,1781500579.16,1781500699.16,20.0,1781500587.893,3.0,1781500588.037,1781500618.064,3.0,investigated
stochastic/N_6_seed_53,28,5,1,2770.75,1790.45,1,1781500633.98,1781500633.98,1781500753.98,20.0,,,,,,expired
stochastic/N_6_seed_53,29,1,1,2204.32,2727.47,0,1781500646.2,1781500646.2,1781500766.2,20.0,1781500655.157,1.0,,,,expired
stochastic/N_6_seed_53,30,2,1,2674.44,-2238.18,0,1781500650.73,1781500650.73,1781500770.73,20.0,,,,,,expired
stochastic/N_6_seed_53,31,1,0,1288.89,137.75,0,1781500663.31,1781500663.31,1781500783.31,20.0,1781500699.709,4.0,,,,expired
stochastic/N_6_seed_53,32,4,1,2798.87,-706.55,1,1781500671.96,1781500671.96,1781500791.96,20.0,,,,,,expired
stochastic/N_6_seed_53,33,1,1,1008.25,1053.1,0,1781500691.12,1781500691.12,1781500811.12,20.0,1781500749.167,3.0,,,,expired
stochastic/N_6_seed_53,34,4,1,1787.48,-575.68,1,1781500696.5,1781500696.5,1781500816.5,20.0,1781500744.715,4.0,1781500744.864,1781500774.911,4.0,investigated
stochastic/N_6_seed_53,35,1,0,1447.97,403.31,0,1781500733.94,1781500733.94,1781500853.94,20.0,1781500734.541,3.0,,,,expired
stochastic/N_6_seed_53,36,2,0,1545.18,-829.36,0,1781500741.79,1781500741.79,1781500861.79,20.0,1781500783.455,4.0,,,,expired
stochastic/N_6_seed_53,37,2,1,2646.43,2794.87,0,1781500768.76,1781500768.76,1781500888.76,20.0,,,,,,expired
stochastic/N_6_seed_53,38,5,0,1039.87,2802.14,1,1781500782.24,1781500782.24,1781500902.24,20.0,,,,,,expired
stochastic/N_6_seed_53,39,5,0,1180.72,1192.67,1,1781500785.8,1781500785.8,1781500905.8,20.0,,,,,,expired
stochastic/N_6_seed_53,40,5,1,908.49,-1450.42,1,1781500797.49,1781500797.49,1781500917.49,20.0,1781500798.354,5.0,1781500801.356,1781500831.294,6.0,investigated
stochastic/N_6_seed_53,41,2,0,1062.62,-668.66,0,1781500798.34,1781500798.34,1781500918.34,20.0,,,,,,expired
stochastic/N_6_seed_53,42,3,0,1634.87,-928.93,1,1781500803.13,1781500803.13,1781500923.13,20.0,1781500803.223,4.0,,,,expired
stochastic/N_6_seed_53,43,2,0,940.07,345.14,0,1781500823.24,1781500823.24,1781500943.24,20.0,1781500841.175,3.0,,,,expired
stochastic/N_6_seed_53,44,2,0,2478.67,2366.7,0,1781500844.32,1781500844.32,1781500964.32,20.0,1781500847.656,1.0,,,,expired
stochastic/N_6_seed_53,45,2,1,2512.7,2601.39,0,1781500878.25,1781500878.25,1781500998.25,20.0,1781500879.493,1.0,,,,unresolved_active
stochastic/N_6_seed_53,46,2,0,693.38,-664.74,0,1781500908.37,1781500908.37,1781501028.37,20.0,,,,,,unresolved_active
stochastic/N_6_seed_53,47,1,1,152.73,-1525.18,0,1781500929.89,1781500929.89,1781501049.89,20.0,,,,,,unresolved_active
stochastic/N_6_seed_54,1,3,1,1676.39,1095.19,1,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,2,2,0,2549.58,-1981.21,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,3,1,0,2520.56,-1229.63,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,4,1,1,2407.23,-32.83,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,5,2,0,2109.27,-1151.56,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,6,5,0,1800.03,1887.55,1,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,7,1,1,2747.97,145.85,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,8,2,1,1024.14,215.29,0,1781501014.6,1781501014.6,1781501134.6,20.0,1781501089.345,3.0,,,,expired
stochastic/N_6_seed_54,9,1,1,433.96,1869.45,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,10,1,0,1462.53,609.93,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,11,5,0,262.42,664.22,1,1781501014.6,1781501014.6,1781501134.6,20.0,1781501113.601,2.0,1781501113.705,1781501135.381,2.0,investigated
stochastic/N_6_seed_54,12,2,1,672.08,-1909.81,0,1781501014.6,1781501014.6,1781501134.6,20.0,,,,,,expired
stochastic/N_6_seed_54,13,2,0,618.79,1675.16,0,1781501020.66,1781501020.66,1781501140.66,20.0,,,,,,expired
stochastic/N_6_seed_54,14,1,1,1077.8,-471.34,0,1781501076.26,1781501076.26,1781501196.26,20.0,1781501104.022,5.0,,,,expired
stochastic/N_6_seed_54,15,3,0,974.09,-1955.83,1,1781501130.63,1781501130.63,1781501250.63,20.0,1781501250.343,6.0,1781501250.499,1781501265.526,6.0,investigated
stochastic/N_6_seed_54,16,1,1,915.72,2889.4,0,1781501146.75,1781501146.75,1781501266.75,20.0,,,,,,expired
stochastic/N_6_seed_54,17,2,1,1504.36,1273.7,0,1781501162.38,1781501162.38,1781501282.38,20.0,1781501242.033,2.0,,,,expired
stochastic/N_6_seed_54,18,1,0,1901.8,-2122.3,0,1781501169.18,1781501169.18,1781501289.18,20.0,,,,,,expired
stochastic/N_6_seed_54,19,4,0,601.12,2193.66,1,1781501178.41,1781501178.41,1781501298.41,20.0,,,,,,expired
stochastic/N_6_seed_54,20,4,1,2431.29,-1298.62,1,1781501181.69,1781501181.69,1781501301.69,20.0,,,,,,expired
stochastic/N_6_seed_54,21,2,0,2179.49,2010.23,0,1781501200.06,1781501200.06,1781501320.06,20.0,,,,,,expired
stochastic/N_6_seed_54,22,2,0,1566.6,-2261.11,0,1781501227.71,1781501227.71,1781501347.71,20.0,,,,,,expired
stochastic/N_6_seed_54,23,2,0,769.14,2657.67,0,1781501233.95,1781501233.95,1781501353.95,20.0,,,,,,expired
stochastic/N_6_seed_54,24,4,1,1268.63,1126.66,1,1781501260.75,1781501260.75,1781501380.75,20.0,1781501261.222,2.0,1781501261.39,1781501291.403,2.0,investigated
stochastic/N_6_seed_54,25,5,0,2414.37,2417.77,1,1781501276.06,1781501276.06,1781501396.06,20.0,,,,,,expired
stochastic/N_6_seed_54,26,1,1,2562.4,635.51,0,1781501283.24,1781501283.24,1781501403.24,20.0,,,,,,expired
stochastic/N_6_seed_54,27,4,0,742.63,958.21,1,1781501285.48,1781501285.48,1781501405.48,20.0,1781501285.372,3.0,1781501285.492,1781501315.547,3.0,investigated
stochastic/N_6_seed_54,28,3,0,1207.46,1841.64,1,1781501288.9,1781501288.9,1781501408.9,20.0,1781501289.409,1.0,1781501289.577,1781501319.62,1.0,investigated
stochastic/N_6_seed_54,29,2,0,2527.55,897.28,0,1781501296.45,1781501296.45,1781501416.45,20.0,,,,,,expired
stochastic/N_6_seed_54,30,3,0,1063.05,1480.55,1,1781501306.75,1781501306.75,1781501426.75,20.0,1781501321.0,1.0,,,,expired
stochastic/N_6_seed_54,31,1,0,1085.95,-1699.34,0,1781501325.71,1781501325.71,1781501445.71,20.0,1781501325.772,5.0,,,,expired
stochastic/N_6_seed_54,32,1,0,2067.15,-329.54,0,1781501338.82,1781501338.82,1781501458.82,20.0,,,,,,expired
stochastic/N_6_seed_54,33,3,0,2701.9,2610.25,1,1781501347.94,1781501347.94,1781501467.94,20.0,1781501455.281,1.0,1781501455.521,1781501470.468,1.0,investigated
stochastic/N_6_seed_54,34,2,1,303.62,2829.51,0,1781501360.39,1781501360.39,1781501480.39,20.0,,,,,,expired
stochastic/N_6_seed_54,35,2,1,2358.66,-1802.16,0,1781501367.81,1781501367.81,1781501487.81,20.0,,,,,,expired
stochastic/N_6_seed_54,36,2,0,2532.1,1737.48,0,1781501370.07,1781501370.07,1781501490.07,20.0,1781501397.698,2.0,,,,expired
stochastic/N_6_seed_54,37,2,0,100.7,-364.49,0,1781501375.03,1781501375.03,1781501495.03,20.0,,,,,,expired
stochastic/N_6_seed_54,38,2,0,309.43,1541.97,0,1781501375.24,1781501375.24,1781501495.24,20.0,,,,,,expired
stochastic/N_6_seed_54,39,3,0,680.26,645.04,1,1781501384.57,1781501384.57,1781501504.57,20.0,1781501400.691,3.0,1781501438.092,1781501468.148,3.0,investigated
stochastic/N_6_seed_54,40,3,1,259.11,376.3,1,1781501385.13,1781501385.13,1781501505.13,20.0,1781501430.091,3.0,,,,expired
stochastic/N_6_seed_54,41,1,1,2079.57,-1106.88,0,1781501394.02,1781501394.02,1781501514.02,20.0,,,,,,expired
stochastic/N_6_seed_54,42,3,1,2747.95,2630.84,1,1781501405.86,1781501405.86,1781501525.86,20.0,1781501462.458,1.0,1781501477.573,1781501507.948,1.0,investigated
stochastic/N_6_seed_54,43,2,1,777.75,2655.19,0,1781501429.06,1781501429.06,1781501549.06,20.0,,,,,,expired
stochastic/N_6_seed_54,44,2,0,1229.18,-102.15,0,1781501450.77,1781501450.77,1781501570.77,20.0,,,,,,expired
stochastic/N_6_seed_54,45,5,0,338.92,-1173.29,1,1781501518.79,1781501518.79,1781501638.79,20.0,,,,,,expired
stochastic/N_6_seed_54,46,1,1,499.58,2829.84,0,1781501519.43,1781501519.43,1781501639.43,20.0,,,,,,expired
stochastic/N_6_seed_54,47,4,0,1282.6,1653.26,1,1781501551.9,1781501551.9,1781501671.9,20.0,1781501553.356,2.0,1781501553.468,1781501583.485,2.0,investigated
